,tweet_id,timestamp,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,name,retweet_count,favorite_count,dog_stage,rating
1089,737800304142471168,2016-06-01 00:17:54+00:00,nan,nan,,Bella,3904,10943,,1.0
1092,737322739594330112,2016-05-30 16:40:14+00:00,nan,nan,,Lily,907,3953,,0.9
1094,736736130620620800,2016-05-29 01:49:16+00:00,nan,nan,,Chadrick,1972,4736,,1.3
1095,736392552031657984,2016-05-28 03:04:00+00:00,nan,nan,,mad,8407,19450,pupper,1.3
1096,736365877722001409,2016-05-28 01:18:00+00:00,nan,nan,,Rory,1408,4367,pupper,1.1
1097,736225175608430592,2016-05-27 15:58:54+00:00,nan,nan,,very,3115,8901,,1.0
1099,735991953473572864,2016-05-27 00:32:10+00:00,nan,nan,,Maxaroni,1283,3934,,1.1
1101,735635087207878657,2016-05-26 00:54:06+00:00,nan,nan,,Dakota,2659,6776,,1.1
1103,735256018284875776,2016-05-24 23:47:49+00:00,nan,nan,,Kellogg,993,3675,doggo,0.8
1104,735137028879360001,2016-05-24 15:55:00+00:00,nan,nan,,Buckley,1092,3428,pupper,0.9
1105,734912297295085568,2016-05-24 01:02:00+00:00,nan,nan,,Jax,572,2993,,1.0
1107,734776360183431168,2016-05-23 16:01:50+00:00,nan,nan,,Livvie,608,2742,,1.1
1109,733828123016450049,2016-05-21 01:13:53+00:00,nan,nan,,Terry,881,3926,,1.0
1110,733822306246479872,2016-05-21 00:50:46+00:00,nan,nan,,Moose,1141,4015,floofer,1.0
1112,733460102733135873,2016-05-20 00:51:30+00:00,nan,nan,,Hermione,1451,4605,,1.1
1114,732732193018155009,2016-05-18 00:39:02+00:00,nan,nan,,Ralpher,599,2671,,1.2
1115,732726085725589504,2016-05-18 00:14:46+00:00,nan,nan,,Aldrick,1003,3855,,1.1
1117,732375214819057664,2016-05-17 01:00:32+00:00,nan,nan,,Kyle,2838,8832,doggo,1.1
1118,732005617171337216,2016-05-16 00:31:53+00:00,nan,nan,,Larry,6154,16324,,1.1
1119,731285275100512256,2016-05-14 00:49:30+00:00,nan,nan,,Solomon,1090,3798,,1.2
1120,731156023742988288,2016-05-13 16:15:54+00:00,nan,nan,,this,1434,4196,,1.2
1121,730924654643314689,2016-05-13 00:56:32+00:00,nan,nan,,unacceptable,2234,6682,,0.9
1122,730573383004487680,2016-05-12 01:40:42+00:00,nan,nan,,Rooney,2435,5407,pupper,1.0
1123,730427201120833536,2016-05-11 15:59:50+00:00,nan,nan,,Crystal,1176,3809,,1.1
1124,730211855403241472,2016-05-11 01:44:07+00:00,nan,nan,,Ziva,1182,4180,,1.1
1125,730196704625098752,2016-05-11 00:43:55+00:00,nan,nan,,Charles,2172,5339,,0.6
1126,729854734790754305,2016-05-10 02:05:03+00:00,nan,nan,,Ollie,1268,4396,,1.1
1128,729823566028484608,2016-05-10 00:01:12+00:00,nan,nan,,Stefan,1390,4358,,1.3
1129,729463711119904772,2016-05-09 00:11:16+00:00,nan,nan,,Pupcasso,2586,6340,,1.3
1131,728986383096946689,2016-05-07 16:34:32+00:00,nan,nan,,Puff,917,3460,,1.1
1133,728751179681943552,2016-05-07 00:59:55+00:00,nan,nan,,Flurpson,757,3032,,1.0
1134,728653952833728512,2016-05-06 18:33:34+00:00,nan,nan,,Coleman,1169,3620,,0.8
1135,728409960103686147,2016-05-06 02:24:02+00:00,nan,nan,,Wallace,2269,5383,,1.0
1136,728387165835677696,2016-05-06 00:53:27+00:00,nan,nan,,Enchilada,1075,3999,,1.2
1137,728046963732717569,2016-05-05 02:21:37+00:00,nan,nan,,Raymond,1328,4722,,1.1
1138,728035342121635841,2016-05-05 01:35:26+00:00,nan,nan,,all,1872,4953,pupper,1.2
1139,728015554473250816,2016-05-05 00:16:48+00:00,nan,nan,,Rueben,1219,4479,pupper,1.1
1140,727685679342333952,2016-05-04 02:26:00+00:00,nan,nan,,Cilantro,720,3206,,1.2
1145,727175381690781696,2016-05-02 16:38:15+00:00,nan,nan,,Karll,1540,4209,,1.0
1147,726935089318363137,2016-05-02 00:43:25+00:00,nan,nan,,Sprout,2738,7496,,1.2
1148,726887082820554753,2016-05-01 21:32:40+00:00,nan,nan,,Blitz,1677,4195,,1.0
1149,726828223124897792,2016-05-01 17:38:46+00:00,nan,nan,,Bloop,1124,3882,,1.2
1151,725842289046749185,2016-04-29 00:21:01+00:00,nan,nan,,Colby,2970,7691,,1.2
1152,725786712245440512,2016-04-28 20:40:11+00:00,nan,nan,,Lillie,1527,4537,pupper,1.1
1153,725729321944506368,2016-04-28 16:52:08+00:00,nan,nan,,Lola,2009,5646,,1.2
1155,724983749226668032,2016-04-26 15:29:30+00:00,nan,nan,,Fred,1462,4040,,1.2
1157,724405726123311104,2016-04-25 01:12:38+00:00,nan,nan,,Ashleigh,1847,5800,pupper,1.0
1158,724049859469295616,2016-04-24 01:38:33+00:00,nan,nan,,Kreggory,1984,4738,,1.0
1159,724046343203856385,2016-04-24 01:24:35+00:00,nan,nan,,Sarge,620,2901,,1.0
1160,724004602748780546,2016-04-23 22:38:43+00:00,nan,nan,,Luther,1790,4561,pupper,1.1
1161,723912936180330496,2016-04-23 16:34:28+00:00,nan,nan,,Sugar,1374,4236,,1.2
1162,723688335806480385,2016-04-23 01:41:59+00:00,nan,nan,,Reginald,3347,8435,,1.2
1163,723673163800948736,2016-04-23 00:41:42+00:00,nan,nan,,Ivar,1011,3291,,1.0
1164,723179728551723008,2016-04-21 16:00:57+00:00,nan,nan,,Jangle,2110,5761,,0.8
1166,722613351520608256,2016-04-20 02:30:23+00:00,nan,nan,,Schnitzel,1831,5393,,1.2
1167,721503162398597120,2016-04-17 00:58:53+00:00,nan,nan,,Panda,2124,5086,,1.1
1168,721001180231503872,2016-04-15 15:44:11+00:00,nan,nan,,Oliver,686,2748,pupper,1.1
1169,720785406564900865,2016-04-15 01:26:47+00:00,nan,nan,,Archie,866,3400,,1.2
1170,720775346191278080,2016-04-15 00:46:48+00:00,nan,nan,,Berkeley,760,2702,,1.0
1172,720389942216527872,2016-04-13 23:15:21+00:00,nan,nan,,Ralphé,2840,6974,,1.1
1173,720340705894408192,2016-04-13 19:59:42+00:00,nan,nan,,Derek,1098,3131,pupper,1.0
1174,720059472081784833,2016-04-13 01:22:10+00:00,nan,nan,,Charleson,1268,4229,,0.9
1175,720043174954147842,2016-04-13 00:17:25+00:00,nan,nan,,Neptune,2253,5332,,1.1
1177,719704490224398336,2016-04-12 01:51:36+00:00,nan,nan,,Clyde,1645,4974,pupper,1.2
1178,719551379208073216,2016-04-11 15:43:12+00:00,nan,nan,,Harnold,2192,5515,,1.0
1179,719367763014393856,2016-04-11 03:33:34+00:00,nan,nan,,Sid,827,3022,,1.1
1180,719339463458033665,2016-04-11 01:41:07+00:00,nan,nan,,Lucy,1403,4822,,1.0
1181,719332531645071360,2016-04-11 01:13:34+00:00,nan,nan,,Pippa,1078,3711,,1.1
1182,718971898235854848,2016-04-10 01:20:33+00:00,nan,nan,,Sadie,1231,3818,,1.0
1183,718939241951195136,2016-04-09 23:10:47+00:00,nan,nan,,Otis,1973,5720,,1.2
1185,718613305783398402,2016-04-09 01:35:37+00:00,nan,nan,,Carper,542,2669,,1.1
1187,718460005985447936,2016-04-08 15:26:28+00:00,nan,nan,,Bowie,602,2846,,0.9
1189,718246886998687744,2016-04-08 01:19:36+00:00,nan,nan,,Alexanderson,565,2115,,0.3
1190,718234618122661888,2016-04-08 00:30:51+00:00,nan,nan,,Suki,1127,4217,,1.1
1191,717841801130979328,2016-04-06 22:29:56+00:00,nan,nan,,Barclay,670,2660,,1.1
1193,717537687239008257,2016-04-06 02:21:30+00:00,nan,nan,,a,2069,6281,,1.1
1194,717428917016076293,2016-04-05 19:09:17+00:00,nan,nan,,Skittle,510,1748,,1.1
1195,717421804990701568,2016-04-05 18:41:02+00:00,nan,nan,,Ebby,945,3446,,0.9
1196,717047459982213120,2016-04-04 17:53:31+00:00,nan,nan,,Flávio,2135,6826,,1.2
1197,717009362452090881,2016-04-04 15:22:08+00:00,nan,nan,,Smokey,1102,3583,pupper,1.0
1198,716802964044845056,2016-04-04 01:41:58+00:00,nan,nan,,Link,1317,4627,,1.0
1199,716791146589110272,2016-04-04 00:55:01+00:00,nan,nan,,Jennifur,1474,5204,,1.1
1201,716447146686459905,2016-04-03 02:08:05+00:00,nan,nan,,Ozzy,6643,14327,pupper,1.3
1202,716439118184652801,2016-04-03 01:36:11+00:00,nan,nan,,Bluebert,247,2574,,1.0
1203,716285507865542656,2016-04-02 15:25:47+00:00,nan,nan,,Stephanus,1225,3041,,1.2
1205,715928423106027520,2016-04-01 15:46:52+00:00,nan,nan,,Bubbles,987,3485,,1.1
1206,715758151270801409,2016-04-01 04:30:16+00:00,nan,nan,,old,1596,4085,,1.3
1207,715733265223708672,2016-04-01 02:51:22+00:00,nan,nan,,a,1920,5093,,1.0
1208,715704790270025728,2016-04-01 00:58:13+00:00,nan,nan,,Bentley,634,3055,,1.1
1209,715696743237730304,2016-04-01 00:26:15+00:00,nan,nan,,Toby,1454,4257,,1.0
1210,715680795826982913,2016-03-31 23:22:53+00:00,nan,nan,,Zeus,1813,4719,,1.2
1211,715360349751484417,2016-03-31 02:09:32+00:00,nan,nan,,Bertson,1772,5955,,1.1
1212,715342466308784130,2016-03-31 00:58:29+00:00,nan,nan,,Oscar,768,3294,,1.0
1213,715220193576927233,2016-03-30 16:52:36+00:00,nan,nan,,Nico,736,2630,,1.0
1214,715200624753819648,2016-03-30 15:34:51+00:00,nan,nan,,Michelangelope,2110,5578,,1.2
1215,715009755312439296,2016-03-30 02:56:24+00:00,nan,nan,,Siba,1392,4550,,1.2
1216,714982300363173890,2016-03-30 01:07:18+00:00,nan,nan,,Calbert,1166,4094,,0.9
1218,714957620017307648,2016-03-29 23:29:14+00:00,nan,nan,,Curtis,1595,4503,,1.0
1219,714631576617938945,2016-03-29 01:53:39+00:00,nan,nan,,Benedict,1122,3571,,0.4
1221,714485234495041536,2016-03-28 16:12:09+00:00,nan,nan,,Blitz,1313,2962,,1.0
1222,714258258790387713,2016-03-28 01:10:13+00:00,nan,nan,,Travis,808,3281,,1.0
1223,714251586676113411,2016-03-28 00:43:43+00:00,nan,nan,,Thumas,940,3570,,0.8
1226,713919462244790272,2016-03-27 02:43:58+00:00,nan,nan,,Kanu,869,3564,,1.2
1227,713909862279876608,2016-03-27 02:05:49+00:00,nan,nan,,Doug,616,2078,,1.2
1229,713761197720473600,2016-03-26 16:15:05+00:00,nan,nan,,Piper,1541,5308,,1.2
1231,713177543487135744,2016-03-25 01:35:51+00:00,nan,nan,,Lance,3183,7854,,1.0
1232,713175907180089344,2016-03-25 01:29:21+00:00,nan,nan,,Opie,1630,4851,,1.0
1233,712809025985978368,2016-03-24 01:11:29+00:00,nan,nan,,Stubert,7602,20378,,1.0
1235,712668654853337088,2016-03-23 15:53:42+00:00,nan,nan,,Sunny,1367,4531,,1.0
1236,712438159032893441,2016-03-23 00:37:48+00:00,nan,nan,,Kane,1756,5799,,1.1
1239,712092745624633345,2016-03-22 01:45:15+00:00,nan,nan,,Steven,1016,3211,,0.7
1240,712085617388212225,2016-03-22 01:16:55+00:00,nan,nan,,Olive,556,3531,,1.1
1241,712065007010385924,2016-03-21 23:55:01+00:00,nan,nan,,Chester,700,2451,,0.6
1243,711968124745228288,2016-03-21 17:30:03+00:00,nan,nan,,Winston,2601,8776,pupper,1.0
1244,711743778164514816,2016-03-21 02:38:34+00:00,nan,nan,,Roosevelt,1101,3095,,1.1
1247,711652651650457602,2016-03-20 20:36:28+00:00,nan,nan,,Gary,1037,4228,,0.9
1250,711008018775851008,2016-03-19 01:54:56+00:00,nan,nan,,Chuckles,710,3275,pupper,1.1
1251,710997087345876993,2016-03-19 01:11:29+00:00,nan,nan,,Milo,1561,4960,,1.2
1252,710844581445812225,2016-03-18 15:05:29+00:00,nan,nan,,Staniel,779,2775,,1.0
1253,710833117892898816,2016-03-18 14:19:56+00:00,nan,nan,,Sora,606,2937,,1.2
1256,710588934686908417,2016-03-17 22:09:38+00:00,nan,nan,,Beemo,2107,4968,,1.2
1257,710296729921429505,2016-03-17 02:48:31+00:00,nan,nan,,Oshie,833,2574,,1.2
1258,710283270106132480,2016-03-17 01:55:02+00:00,nan,nan,,Gunner,580,2308,,1.1
1259,710272297844797440,2016-03-17 01:11:26+00:00,nan,nan,,infuriating,1425,4945,,1.1
1261,710153181850935296,2016-03-16 17:18:07+00:00,nan,nan,,Lacy,1006,3153,,1.1
1262,710140971284037632,2016-03-16 16:29:35+00:00,nan,nan,,Tater,1008,3017,,0.8
1264,709918798883774466,2016-03-16 01:46:45+00:00,nan,nan,,Watson,1215,3250,,1.2
1267,709566166965075968,2016-03-15 02:25:31+00:00,nan,nan,,Olaf,1367,3865,,1.2
1268,709556954897764353,2016-03-15 01:48:55+00:00,nan,nan,,Cecil,1204,3593,,1.2
1269,709519240576036864,2016-03-14 23:19:03+00:00,nan,nan,,Vince,277,1620,,0.9
1270,709449600415961088,2016-03-14 18:42:20+00:00,nan,nan,,Karma,665,2420,,1.0
1271,709409458133323776,2016-03-14 16:02:49+00:00,nan,nan,,Billy,788,2855,,0.8
1272,709225125749587968,2016-03-14 03:50:21+00:00,nan,nan,,Walker,647,2615,,1.1
1273,709207347839836162,2016-03-14 02:39:42+00:00,nan,nan,,Penny,6567,13755,,1.1
1275,709179584944730112,2016-03-14 00:49:23+00:00,nan,nan,,Sammy,763,2213,,1.3
1276,709158332880297985,2016-03-13 23:24:56+00:00,nan,nan,,Rodney,470,2236,,1.0
1277,709042156699303936,2016-03-13 15:43:18+00:00,nan,nan,,Klevin,1864,5197,,0.9
1278,708853462201716736,2016-03-13 03:13:29+00:00,nan,nan,,Lucy,745,1941,,0.8
1280,708834316713893888,2016-03-13 01:57:25+00:00,nan,nan,,Malikai,571,1860,,1.0
1281,708810915978854401,2016-03-13 00:24:26+00:00,nan,nan,,Mister,7848,18036,,1.0
1282,708738143638450176,2016-03-12 19:35:15+00:00,nan,nan,,Coco,917,2997,,1.1
1283,708711088997666817,2016-03-12 17:47:45+00:00,nan,nan,,Smokey,834,2790,,1.1
1284,708479650088034305,2016-03-12 02:28:06+00:00,nan,nan,,Bear,765,2768,,1.3
1285,708469915515297792,2016-03-12 01:49:25+00:00,nan,nan,,Bobble,926,3357,,1.1
1287,708356463048204288,2016-03-11 18:18:36+00:00,nan,nan,,Oliver,1520,3929,,1.0
1288,708349470027751425,2016-03-11 17:50:48+00:00,nan,nan,,River,831,2568,,1.1
1289,708149363256774660,2016-03-11 04:35:39+00:00,nan,nan,,Jebberson,1727,4672,,1.0
1291,708119489313951744,2016-03-11 02:36:57+00:00,nan,nan,,Cooper,1102,2937,,0.9
1292,708109389455101952,2016-03-11 01:56:49+00:00,nan,nan,,Remington,610,2124,,1.0
1294,707995814724026368,2016-03-10 18:25:30+00:00,nan,nan,,Farfle,1273,3385,,1.2
1296,707969809498152960,2016-03-10 16:42:10+00:00,nan,nan,,Rufus,1097,2941,,1.1
1297,707776935007539200,2016-03-10 03:55:45+00:00,nan,nan,,Sadie,1079,3593,,1.1
1300,707693576495472641,2016-03-09 22:24:31+00:00,nan,nan,,Jiminus,1133,3765,,0.7
1302,707610948723478529,2016-03-09 16:56:11+00:00,nan,nan,,Harper,7236,18557,,1.2
1303,707420581654872064,2016-03-09 04:19:44+00:00,nan,nan,,Keurig,789,2499,,0.4
1305,707387676719185920,2016-03-09 02:08:59+00:00,nan,nan,,Clarkus,1490,3835,,1.0
1307,707315916783140866,2016-03-08 21:23:50+00:00,nan,nan,,Finnegus,727,2698,pupper,1.0
1308,707297311098011648,2016-03-08 20:09:54+00:00,nan,nan,,Cassie,903,3022,,1.0
1309,707059547140169728,2016-03-08 04:25:07+00:00,nan,nan,,Cupcake,759,2796,,1.1
1310,707038192327901184,2016-03-08 03:00:15+00:00,nan,nan,,Kathmandu,900,2404,,1.0
1311,707021089608753152,2016-03-08 01:52:18+00:00,nan,nan,,Tucker,1540,4433,,1.2
1312,707014260413456384,2016-03-08 01:25:10+00:00,nan,nan,,Ellie,664,2502,,1.1
1314,706901761596989440,2016-03-07 17:58:08+00:00,nan,nan,,Elliot,680,2264,,0.3
1315,706681918348251136,2016-03-07 03:24:33+00:00,nan,nan,,Katie,1103,3627,,1.2
1316,706644897839910912,2016-03-07 00:57:27+00:00,nan,nan,,Shadow,1224,2814,,0.9
1318,706538006853918722,2016-03-06 17:52:42+00:00,nan,nan,,Oliver,1580,3778,,1.1
1320,706346369204748288,2016-03-06 05:11:12+00:00,nan,nan,,Koda,1035,3768,,1.2
1323,706265994973601792,2016-03-05 23:51:49+00:00,nan,nan,,Kara,1030,2979,,1.1
1325,706166467411222528,2016-03-05 17:16:20+00:00,nan,nan,,Dexter,1819,5636,,0.7
1326,706153300320784384,2016-03-05 16:24:01+00:00,nan,nan,,Layla,437,1632,,1.3
1327,705975130514706432,2016-03-05 04:36:02+00:00,nan,nan,,Adele,842,3397,pupper,1.0
1328,705970349788291072,2016-03-05 04:17:02+00:00,nan,nan,,Lucy,1008,3440,,1.2
1329,705898680587526145,2016-03-04 23:32:15+00:00,nan,nan,,Max,643,2597,,1.0
1332,705475953783398401,2016-03-03 19:32:29+00:00,nan,nan,,Zara,1045,3231,,1.2
1333,705442520700944385,2016-03-03 17:19:38+00:00,nan,nan,,Cooper,1859,4877,,1.2
1334,705428427625635840,2016-03-03 16:23:38+00:00,nan,nan,,Ambrose,1931,4188,pupper,1.1
1335,705239209544720384,2016-03-03 03:51:44+00:00,nan,nan,,Jimothy,854,3290,,1.1
1336,705223444686888960,2016-03-03 02:49:06+00:00,nan,nan,,Bode,900,2829,,0.9
1337,705102439679201280,2016-03-02 18:48:16+00:00,nan,nan,,Terrenth,585,2342,,1.0
1338,705066031337840642,2016-03-02 16:23:36+00:00,nan,nan,,Reese,683,2378,,1.2
1340,704859558691414016,2016-03-02 02:43:09+00:00,nan,nan,,a,612,2462,pupper,1.0
1342,704819833553219584,2016-03-02 00:05:17+00:00,nan,nan,,Chesterson,1136,2906,,0.7
1346,704480331685040129,2016-03-01 01:36:14+00:00,nan,nan,,Lucia,1197,3723,,1.1
1347,704364645503647744,2016-02-29 17:56:32+00:00,nan,nan,,Bisquick,3999,8804,,1.2
1348,704347321748819968,2016-02-29 16:47:42+00:00,nan,nan,,Ralphson,393,1729,pupper,1.0
1350,704113298707505153,2016-02-29 01:17:46+00:00,nan,nan,,Stanley,629,2031,,0.8
1351,704054845121142784,2016-02-28 21:25:30+00:00,nan,nan,,a,1028,3201,,1.2
1354,703631701117943808,2016-02-27 17:24:05+00:00,nan,nan,,Bella,772,2853,,1.1
1355,703611486317502464,2016-02-27 16:03:45+00:00,nan,nan,,Scooter,1709,4229,pupper,1.0
1358,703382836347330562,2016-02-27 00:55:11+00:00,nan,nan,,Charlie,1285,3837,,1.2
1359,703356393781329922,2016-02-26 23:10:06+00:00,nan,nan,,Socks,429,2085,,0.9
1361,703079050210877440,2016-02-26 04:48:02+00:00,nan,nan,,a,3494,8064,,1.1
1362,703041949650034688,2016-02-26 02:20:37+00:00,nan,nan,,an,14198,28996,,1.0
1363,702932127499816960,2016-02-25 19:04:13+00:00,nan,nan,,Chip,811,2825,,0.6
1364,702899151802126337,2016-02-25 16:53:11+00:00,nan,nan,,Luna,509,1772,,1.2
1365,702684942141153280,2016-02-25 02:42:00+00:00,nan,nan,,Lucy,1215,3516,,1.1
1366,702671118226825216,2016-02-25 01:47:04+00:00,nan,nan,,Rambo,634,2398,,1.0
1367,702598099714314240,2016-02-24 20:56:55+00:00,nan,nan,,Sansa,3712,11332,pupper,1.1
1368,702539513671897089,2016-02-24 17:04:07+00:00,nan,nan,,a,1091,3134,,1.2
1369,702332542343577600,2016-02-24 03:21:41+00:00,nan,nan,,Rudy,1755,3491,,1.3
1373,701981390485725185,2016-02-23 04:06:20+00:00,nan,nan,,Fiji,1106,3755,,1.2
1374,701952816642965504,2016-02-23 02:12:47+00:00,nan,nan,,Rilo,1149,4167,,1.1
1375,701889187134500865,2016-02-22 21:59:57+00:00,nan,nan,,Bilbo,1558,3905,,1.1
1377,701601587219795968,2016-02-22 02:57:08+00:00,nan,nan,,Coopson,523,2299,,1.0
1378,701570477911896070,2016-02-22 00:53:31+00:00,nan,nan,,Yoda,1055,3080,,0.9
1379,701545186879471618,2016-02-21 23:13:01+00:00,nan,nan,,Millie,680,2902,pupper,1.0
1381,700890391244103680,2016-02-20 03:51:05+00:00,nan,nan,,Chet,653,2437,,1.1
1382,700864154249383937,2016-02-20 02:06:50+00:00,nan,nan,,a,685,2828,pupper,1.2
1383,700847567345688576,2016-02-20 01:00:55+00:00,nan,nan,,Crouton,558,2637,,1.0
1384,700796979434098688,2016-02-19 21:39:54+00:00,nan,nan,,Daniel,1085,2669,,0.7
1385,700747788515020802,2016-02-19 18:24:26+00:00,nan,nan,,very,10673,25130,,1.1
1386,700518061187723268,2016-02-19 03:11:35+00:00,nan,nan,,Vincent,915,2887,,1.0
1387,700505138482569216,2016-02-19 02:20:14+00:00,nan,nan,,Kaia,646,2487,,1.2
1388,700462010979500032,2016-02-18 23:28:52+00:00,nan,nan,,Murphy,2031,4537,,0.6
1389,700167517596164096,2016-02-18 03:58:39+00:00,nan,nan,,Dotsy,836,2903,,1.0
1392,700062718104104960,2016-02-17 21:02:13+00:00,nan,nan,,Eazy,778,2890,,0.6
1393,700029284593901568,2016-02-17 18:49:22+00:00,nan,nan,,Coops,661,2262,,1.0
1394,700002074055016451,2016-02-17 17:01:14+00:00,nan,nan,,Thumas,1529,3627,,0.9
1395,699801817392291840,2016-02-17 03:45:29+00:00,nan,nan,,Cooper,1088,3345,pupper,1.1
1396,699788877217865730,2016-02-17 02:54:04+00:00,nan,nan,,Nala,557,2458,,1.2
1398,699775878809702401,2016-02-17 02:02:25+00:00,nan,nan,,Fillup,690,2150,,1.1
1399,699691744225525762,2016-02-16 20:28:06+00:00,nan,nan,,Dave,5174,11252,,0.5
1400,699446877801091073,2016-02-16 04:15:05+00:00,nan,nan,,Archie,2938,6515,,1.2
1403,699413908797464576,2016-02-16 02:04:04+00:00,nan,nan,,Miley,688,2258,,1.1
1404,699370870310113280,2016-02-15 23:13:03+00:00,nan,nan,,Calbert,497,2053,,1.1
1406,699088579889332224,2016-02-15 04:31:20+00:00,nan,nan,,Charl,715,2451,,0.3
1407,699079609774645248,2016-02-15 03:55:41+00:00,nan,nan,,Reagan,745,2677,,0.8
1409,699060279947165696,2016-02-15 02:38:53+00:00,nan,nan,,Yukon,2059,4173,,1.2
1411,698989035503689728,2016-02-14 21:55:47+00:00,nan,nan,,Oliver,1113,3701,,1.3
1412,698953797952008193,2016-02-14 19:35:46+00:00,nan,nan,,CeCe,1020,2975,,1.1
1414,698710712454139905,2016-02-14 03:29:49+00:00,nan,nan,,Cuddles,774,2710,,1.0
1415,698703483621523456,2016-02-14 03:01:06+00:00,nan,nan,,Rusty,425,1608,,0.7
1417,698549713696649216,2016-02-13 16:50:04+00:00,nan,nan,,Claude,704,2536,,0.9
1418,698355670425473025,2016-02-13 03:59:01+00:00,nan,nan,,Jessiga,516,2046,,1.0
1419,698342080612007937,2016-02-13 03:05:01+00:00,nan,nan,,Maximus,1074,2485,,1.1
1420,698262614669991936,2016-02-12 21:49:15+00:00,nan,nan,,Franklin,2268,5214,,1.1
1421,698195409219559425,2016-02-12 17:22:12+00:00,nan,nan,,Beau,6750,18408,,0.9
1422,698178924120031232,2016-02-12 16:16:41+00:00,nan,nan,,Lily,830,3084,,1.0
1424,697990423684476929,2016-02-12 03:47:39+00:00,nan,nan,,Doug,1451,3592,,1.1
1425,697943111201378304,2016-02-12 00:39:39+00:00,nan,nan,,Cassie,776,2638,,1.0
1426,697881462549430272,2016-02-11 20:34:41+00:00,nan,nan,,Carter,1337,3313,,1.0
1430,697575480820686848,2016-02-11 00:18:49+00:00,nan,nan,,Ole,572,2250,,0.8
1431,697516214579523584,2016-02-10 20:23:19+00:00,nan,nan,,Pherb,1282,2281,,0.9
1432,697482927769255936,2016-02-10 18:11:03+00:00,nan,nan,,Blipson,765,2662,,1.1
1434,697270446429966336,2016-02-10 04:06:43+00:00,nan,nan,,Bentley,2087,5131,,1.0
1435,697259378236399616,2016-02-10 03:22:44+00:00,nan,nan,,getting,1136,3611,,0.8
1436,697255105972801536,2016-02-10 03:05:46+00:00,nan,nan,,Charlie,1315,3316,,1.0
1437,697242256848379904,2016-02-10 02:14:42+00:00,nan,nan,,Oakley,751,2753,,1.0
1438,696900204696625153,2016-02-09 03:35:31+00:00,nan,nan,,Rosie,1156,3492,,1.2
1441,696877980375769088,2016-02-09 02:07:12+00:00,nan,nan,,Misty,802,2689,pupper,0.9
1442,696754882863349760,2016-02-08 17:58:03+00:00,nan,nan,,Reptar,396,1615,,1.0
1443,696744641916489729,2016-02-08 17:17:22+00:00,nan,nan,,Klevin,1069,2293,,1.0
1444,696713835009417216,2016-02-08 15:14:57+00:00,nan,nan,,Trevith,757,2613,pupper,0.9
1448,696405997980676096,2016-02-07 18:51:43+00:00,nan,nan,,Berb,1284,3531,,0.7
1451,695794761660297217,2016-02-06 02:22:53+00:00,nan,nan,,Wyatt,880,3490,,1.3
1453,695629776980148225,2016-02-05 15:27:17+00:00,nan,nan,,Calvin,2377,5020,,0.8
1455,695409464418041856,2016-02-05 00:51:51+00:00,nan,nan,,Bob,4017,9460,,1.0
1456,695314793360662529,2016-02-04 18:35:39+00:00,nan,nan,,Colin,1675,4004,,1.0
1457,695095422348574720,2016-02-04 04:03:57+00:00,nan,nan,,just,684,2888,pupper,1.2
1458,695074328191332352,2016-02-04 02:40:08+00:00,nan,nan,,Lorenzo,1239,3116,pupper,1.1
1460,695051054296211456,2016-02-04 01:07:39+00:00,nan,nan,,Brian,885,2918,,0.6
1462,694905863685980160,2016-02-03 15:30:43+00:00,nan,nan,,Archie,1053,3046,,1.0
1463,694669722378485760,2016-02-02 23:52:22+00:00,nan,nan,,Phil,13517,26068,,1.2
1465,694352839993344000,2016-02-02 02:53:12+00:00,nan,nan,,Oliviér,700,2244,,1.0
1467,694329668942569472,2016-02-02 01:21:07+00:00,nan,nan,,Grady,569,2203,pupper,0.9
1469,694183373896572928,2016-02-01 15:39:48+00:00,nan,nan,,Lola,1040,3236,,0.9
1470,694001791655137281,2016-02-01 03:38:15+00:00,nan,nan,,Chester,1176,3705,,1.1
1472,693942351086120961,2016-01-31 23:42:03+00:00,nan,nan,,Kobe,413,1896,,1.0
1475,693642232151285760,2016-01-31 03:49:30+00:00,nan,nan,,Freddery,472,2790,,0.9
1478,693590843962331137,2016-01-31 00:25:18+00:00,nan,nan,,Phil,2233,5565,pupper,0.3
1480,693486665285931008,2016-01-30 17:31:20+00:00,nan,nan,,Lincoln,698,1941,,1.1
1481,693280720173801472,2016-01-30 03:52:58+00:00,nan,nan,,Sadie,1403,3669,,1.0
1482,693267061318012928,2016-01-30 02:58:42+00:00,nan,nan,,Oscar,925,2622,,1.2
1484,693231807727280129,2016-01-30 00:38:37+00:00,nan,nan,,Bodie,841,3133,,0.9
1485,693155686491000832,2016-01-29 19:36:08+00:00,nan,nan,,Dunkin,3622,8668,,1.2
1487,693095443459342336,2016-01-29 15:36:45+00:00,nan,nan,,Milo,523,2056,pupper,1.0
1489,692905862751522816,2016-01-29 03:03:25+00:00,nan,nan,,Wally,998,2683,pupper,1.0
1491,692894228850999298,2016-01-29 02:17:12+00:00,nan,nan,,Tupawc,910,2511,,1.0
1494,692568918515392513,2016-01-28 04:44:32+00:00,nan,nan,,Chester,1737,4739,,1.2
1495,692535307825213440,2016-01-28 02:30:58+00:00,nan,nan,,Amber,1529,3504,,1.0
